ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
BIRDLA01,Larry,Bird,F,1979,1991,6,9,220,Indiana State University,1956-12-07 00:00:00
BIRDSOT01,Otis,Birdsong,G,1977,1988,6,3,190,University of Houston,1955-12-09 00:00:00
BISHOGA01,Gale,Bishop,F,1948,1948,6,3,195,Washington State University,1922-06-04 00:00:00
BLABUW01,Uwe,Blab,C,1985,1989,7,1,252,Indiana University,1962-03-26 00:00:00
BLACKTO01,Tom,Black,C,1970,1970,6,10,220,South Dakota State University,1941-07-09 00:00:00
BLACKNO01,Norman,Black,G,1980,1980,6,5,185,Saint Joseph's University,1957-11-12 00:00:00
BLACKCH01,Charlie,Black,F,1948,1951,6,4.5,200,University of Kansas,1921-06-15 00:00:00
BLACKRO01,Rolando,Blackman,G,1981,1993,6,6,194,Kansas State University,1959-02-26 00:00:00
BLACKCO01,Cory,Blackwell,F,1984,1984,6,6,210,University of Wisconsin,1963-03-27 00:00:00
BLACKJA01,James,Blackwell,G,1994,1994,6,0,190,Dartmouth University,1968-02-25 00:00:00
BLACKNA01,Nate,Blackwell,G,1987,1987,6,4,170,Temple University,1965-02-15 00:00:00
BLACKAL01,Alex,Blackwell,F,1992,1992,6,6,250,Monmouth College,1970-06-27 00:00:00
BLAKEST01,Steve,Blake,G,2003,2007,6,3,172,University of Maryland,1980-02-26 00:00:00
BlaloWi01,Will,Blalock,G,2006,2006,6,0,200,Iowa State University,1983-09-08 00:00:00
BLANEGE01,George,Blaney,G,1961,1961,6,1,175,College of Holy Cross,1939-11-12 00:00:00
BLANKLA01,Lance,Blanks,G,1990,1992,6,4,190,University of Texas,1966-09-09 00:00:00
BLANTRI01,Ricky,Blanton,F,1992,1992,6,7,215,Louisiana State University,1966-04-21 00:00:00
BLATCAN01,Andray,Blatche,F,2005,2007,6,11,235,0,1986-08-22 00:00:00
BLAYLMO01,Mookie,Blaylock,G,1989,2001,6,0,180,University of Oklahoma,1967-03-20 00:00:00
BLEVILE01,Leon,Blevins,G,1950,1950,6,2,160,University of Arizona,1926-06-25 00:00:00
BLOCKJO01,John,Block,F,1966,1975,6,9,207,University of Southern California,1944-04-16 00:00:00
BLOOMMI01,Mike,Bloom,C,1947,1948,6,6,190,Temple University,1915-01-14 00:00:00
BLOUNCO01,Corie,Blount,F,1993,2003,6,9,240,University of Cincinnati,1969-01-04 00:00:00
BLOUNMA01,Mark,Blount,C,2000,2007,7,0,230,University of Pittsburgh,1975-11-30 00:00:00
BLUMERA01,Ray,Blume,G,1981,1981,6,4,185,Oregon State University,1958-09-23 00:00:00
BOBBNE01,Nelson,Bobb,G,1949,1952,6,0,170,Temple University,1924-02-25 00:00:00
BOBBITO01,Tony,Bobbitt,G,2004,2004,6,4,190,University of Cincinnati,1979-10-22 00:00:00
BOCKHAR01,Arlen,Bockhorn,G,1958,1964,6,4,200,Univeristy of Dayton,1933-07-08 00:00:00
BOERWTO01,Tom,Boerwinkle,C,1968,1977,7,0,265,University of Tennessee,1945-08-23 00:00:00
BOGANKE01,Keith,Bogans,G,2003,2007,6,5,215,University of Kentucky,1980-05-12 00:00:00
BOGUEMU01,Muggsy,Bogues,G,1987,2000,5,3,136,Wake Forest University,1965-01-09 00:00:00
BOGUTAN01,Andrew,Bogut,F,2005,2007,7,0,245,University of Utah,1984-11-28 00:00:00
BOHANET01,Etdrick,Bohannon,F,1997,2000,6,9,220,Auburn University Montgomery,1973-05-29 00:00:00
BOLMA01,Manute,Bol,C,1985,1994,7,6,200,University of Bridgeport,1962-10-16 00:00:00
BOLGEBI01,Bill,Bolger,F,1953,1953,6,5,205,Georgetown University,1931-08-21 00:00:00
BOLSTDO01,Doug,Bolstorff,G,1957,1957,6,4,195,University of Minnesota,1931-10-29 00:00:00
BONDPH01,Phil,Bond,G,1977,1977,6,2,175,University of Louisville,1954-07-27 00:00:00
BONDWA01,Walter,Bond,G,1992,1994,6,5,200,University of Minnesota,1969-02-01 00:00:00
BONEYDE01,Dexter,Boney,G,1996,1996,6,4,185,University of Nevada - Las Vegas,1970-04-27 00:00:00
BONHARO01,Ron,Bonham,F,1964,1967,6,4.5,192,University of Cincinnati,1942-05-31 00:00:00
BONNEAN01,Anthony,Bonner,F,1990,1995,6,8,215,Saint Louis University,1968-06-08 00:00:00
BONNEMA01,Matt,Bonner,F,2004,2007,6,10,237,University of Florida,1980-04-05 00:00:00
BONSAGE01,George,Bonsalle,F,1961,1961,6,8,220,University of Illinois,1935-07-01 00:00:00
BOOKEBU01,Butch,Booker,C,1969,1969,6,10,230,Cheyney University of Pennsylvania,1945-07-20 00:00:00
BOOKEME01,Melvin,Booker,G,1995,1996,6,1,185,University of Missouri,1972-08-20 00:00:00
BOONERO01,Ron,Boone,G,1968,1980,6,2,200,Idaho State University,1946-09-06 00:00:00
BooneJo01,Josh,Boone,C,2006,2007,6,10,245,University of Connecticut,1984-11-21 00:00:00
BOOTHCA01,Calvin,Booth,C,1999,2007,6,11,230,Pennsylvania State University,1976-05-07 00:00:00
BOOTHKE01,Keith,Booth,F,1997,1998,6,6,226,University of Maryland,1974-10-09 00:00:00
BOOZEBO01,Bob,Boozer,F,1960,1970,6,8,215,Kansas State University,1937-04-26 00:00:00
BOOZECA01,Carlos,Boozer,C,2002,2007,6,9,280,Duke University,1981-11-20 00:00:00
BORCHCU01,Curtis,Borchardt,C,2003,2004,7,0,240,Stanford University,1980-09-13 00:00:00
BORNHJA01,Jake,Bornheimer,F,1948,1949,6,5,200,Muhlenberg College,1927-06-29 00:00:00
BORRELA01,Lazaro,Borrell,F,1999,1999,6,8,220,0,1972-09-20 00:00:00
BORSACO01,Costic,Borsavage,C,1950,1950,6,8,220,Temple University,1924-07-25 00:00:00
BORYLVI01,Vince,Boryla,F,1949,1953,6,4.5,210,University of Denver,1927-03-11 00:00:00
BOSHCH01,Chris,Bosh,F,2003,2007,6,10,210,Georgia Institute of Technology,1984-03-02 00:00:00
BOSTIJI01,Jim,Bostic,F,1977,1977,6,7,225,New Mexico State University,1953-01-28 00:00:00
BOSTOLA01,Lawrence,Boston,F,1979,1979,6,8,225,University of Maryland,1956-05-18 00:00:00
BOSWETO01,Tom,Boswell,F,1975,1983,6,8.5,220,University of South Carolina,1953-10-02 00:00:00
BOUMTRU01,Ruben,Boumtje-Boumtje,C,2001,2003,7,0,257,Georgetown University,1978-05-20 00:00:00
BOVENDO01,Don,Boven,F,1949,1952,6,4,210,Western Michigan University,1925-03-06 00:00:00
BOWDLCA01,Cal,Bowdler,C,1999,2001,6,10,245,Old Dominion University,1977-03-31 00:00:00
BOWENBR01,Bruce,Bowen,F,1996,2007,6,7,185, Fullerton,1971-06-14 00:00:00
BOWENRY01,Ryan,Bowen,F,1999,2007,6,7,215,University of Iowa,1975-11-20 00:00:00
BOWENTO01,Tom,Bowens,F,1967,1969,6,7.5,220,Grambling State University,1940-07-07 00:00:00
BOWIEAN01,Anthony,Bowie,G,1988,1997,6,6,190,University of Oklahoma,1963-11-09 00:00:00
BOWIESA01,Sam,Bowie,C,1984,1994,7,1,235,University of Kentucky,1961-03-17 00:00:00
BOWLIOR01,Orbie,Bowling,C,1967,1967,6,10,215,University of Tennessee,1939-03-21 00:00:00
BOWMAIR01,Ira,Bowman,F,1999,2001,6,5,195,University of Pennsylvania ,1973-06-11 00:00:00
BOWMANA01,Nate,Bowman,C,1966,1971,6,10,230,Wichita State University,1943-03-19 00:00:00
BOYCEDO01,Donnie,Boyce,G,1995,1996,6,5,196,Colorado University,1973-09-02 00:00:00
BOYDDE01,Dennis,Boyd,G,1978,1978,6,1,175,University of Detroit Mercy,1954-05-21 00:00:00
BOYDFR01,Fred,Boyd,G,1972,1977,6,2,180,Oregon State University,1950-06-13 00:00:00
BOYDKE01,Ken,Boyd,F,1974,1974,6,5,195,Boston University,1952-03-25 00:00:00
BOYKIEA01,Earl,Boykins,G,1998,2007,5,5,135,Eastern Michigan University,1976-06-02 00:00:00
BOYKOHA01,Harry,Boykoff,C,1949,1950,6,9.5,225,Saint John's University,1922-07-24 00:00:00
BOYNEWI01,Winford,Boynes,G,1978,1980,6,6,185,University of San Francisco ,1957-05-17 00:00:00
BozemCe01,Cedric,Bozeman,G,2006,2006,6,6,207,University of California - Los Angeles,1983-03-07 00:00:00
BRACEST01,Steve,Bracey,G,1972,1974,6,1,175,University of Tulsa,1950-08-01 00:00:00
BRADDGA01,Gary,Bradds,F,1964,1970,6,8,210,Ohio State University,1942-07-26 00:00:00
BRADLAL01,Alonzo,Bradley,F,1977,1979,6,6,190,Texas Southern University,1953-10-16 00:00:00
BRADLAL02,Alex,Bradley,F,1981,1981,6,6,215,Villanova University,1959-10-30 00:00:00
BRADLBI01,Bill,Bradley,F,1967,1976,6,5,205,Princeton University,1943-07-28 00:00:00
BRADLBI02,Bill,Bradley,G,1967,1967,5,11,165,Tennessee State University,1941-01-01 00:00:00
BRADLCH01,Charles,Bradley,G,1981,1983,6,5,215,University of Wyoming,1959-05-16 00:00:00
BRADLDU01,Dudley,Bradley,G,1979,1988,6,6,195,University of North Carolina,1957-03-19 00:00:00
BRADLJI01,Jim,Bradley,F,1973,1975,6,8,215,Northern Illinois University,1952-03-16 00:00:00
BRADLJO01,Joe,Bradley,G,1949,1949,6,3,175,Oklahoma State University,1928-09-24 00:00:00
BRADLMI01,Michael,Bradley,F,2001,2005,6,10,225,Villanova University,1979-04-18 00:00:00
BRADLSH01,Shawn,Bradley,C,1993,2004,7,5,235,Brigham Young University,1972-03-22 00:00:00
BRADTMA01,Mark,Bradtke,C,1996,1996,6,10,265,0,1968-09-27 00:00:00
BRAGGMA01,Marques,Bragg,F,1995,1995,6,8,230,Providence College,1970-03-24 00:00:00
BRAGGTO01,Torraye,Braggs,F,2003,2004,6,8,203,Xavier University,1976-05-15 00:00:00
BRAMLAJ01,A.j.,Bramlett,C,1999,1999,6,10,227,University of Arizona,1977-01-10 00:00:00
BRANCAD01,Adrian,Branch,F,1986,1989,6,7,185,University of Maryland,1963-11-17 00:00:00
BRANDEL01,Elton,Brand,F,1999,2007,6,8,275,Duke University,1979-03-11 00:00:00
BRANDTE01,Terrell,Brandon,G,1991,2001,5,11,180,University of Oregon,1970-05-20 00:00:00
BRANNBO01,Bob,Brannum,F,1949,1954,6,5,215,Michigan State University,1925-05-28 00:00:00
BRANSBR01,Brad,Branson,F,1981,1982,6,10,220,Southern Methodist University,1958-09-24 00:00:00
BRANSJE01,Jesse,Branson,F,1965,1967,6,7,195,Elon University,1942-01-07 00:00:00
BRASCJI01,Jim,Brasco,G,1952,1952,6,1,170,New York University,1931-02-03 00:00:00
BRATZMI01,Mike,Bratz,G,1977,1985,6,2,185,Stanford University,1955-10-17 00:00:00
BRAUNCA01,Carl,Braun,G,1947,1961,6,5,180,Colgate University,1927-09-25 00:00:00
BREAUTI01,Tim,Breaux,F,1994,1997,6,7,215,University of Wyoming,1970-09-19 00:00:00
BREMEJR01,J.R.,Bremer,G,2002,2003,6,2,185,Saint Bonaventure University,1980-09-19 00:00:00
BRENNPE01,Pete,Brennan,F,1958,1958,6,6,205,University of North Carolina,1936-09-23 00:00:00
BRENNTO01,Tom,Brennan,F,1954,1954,6,3,195,Villanova University,1930-08-06 00:00:00
BREUERA01,Randy,Breuer,C,1983,1993,7,3,230,University of Minnesota,1960-10-11 00:00:00
BREWEJA01,Jamison,Brewer,G,2001,2004,6,4,180,Auburn University,1980-11-19 00:00:00
BREWEJI01,Jim,Brewer,F,1973,1981,6,9,210,University of Minnesota,1951-12-03 00:00:00
BREWERO01,Ron,Brewer,G,1978,1985,6,4,180,University of Arkansas,1955-09-16 00:00:00
BreweRo02,Ronnie,Brewer,G,2006,2007,6,7,223,University of Arkansas,1985-03-20 00:00:00
BreweCo01,Corey,Brewer,G,2007,2007,6,9,185,University of Florida,1986-03-05 00:00:00
BREZEPR01,Primoz,Brezec,F,2001,2007,7,1,243,0,1979-10-02 00:00:00
BRIANFR01,Frank,Brian,G,1949,1955,6,1,180,Louisiana State University,1923-05-01 00:00:00
BRICKFR01,Frank,Brickowski,F,1984,1996,6,9,240,Pennsylvania State University,1959-08-14 00:00:00
BRIDGJU01,Junior,Bridgeman,F,1975,1986,6,5,210,University of Louisville,1953-09-17 00:00:00
BRIDGBI01,Bill,Bridges,F,1962,1974,6,5.5,228,University of Kansas,1939-04-04 00:00:00
BRIGHAL01,Al,Brightman,F,1946,1946,6,2,195, Long Beach,1923-09-22 00:00:00
BRINDAU01,Audley,Brindley,F,1946,1946,6,4,175,Dartmouth University,1923-12-31 00:00:00
BRISKJO01,John,Brisker,F,1969,1974,6,5,210,University of Toledo,1947-06-15 00:00:00
BRISTAL01,Allan,Bristow,F,1973,1982,6,7,210,Virginia Polytechnic Institute,1951-08-23 00:00:00
BRITTTY01,Tyrone,Britt,G,1967,1967,6,4,190,Johnson C. Smith University,1944-04-18 00:00:00
BRITTWA01,Wayman,Britt,G,1977,1977,6,2,185,University of Michigan,1952-08-31 00:00:00
BRITTMI01,Mike,Brittain,C,1985,1986,7,0,235,University of South Carolina,1963-06-21 00:00:00
BRITTDA01,David,Britton,G,1980,1980,6,4,180,Texas A&M University,1958-08-29 00:00:00
BROGAJI01,Jim,Brogan,G,1981,1982,6,4,185,West Virginia Wesleyan College,1958-02-24 00:00:00
BROKAGA01,Gary,Brokaw,G,1974,1977,6,4,178,University of Notre Dame,1954-01-11 00:00:00
BROOKPR01,Price,Brookfield,F,1948,1949,6,4,185,West Texas A&M University,1920-05-11 00:00:00
BROOKCL01,Clarence,Brookins,F,1970,1970,6,4,190,Temple University,1946-01-01 00:00:00
BROOKKE01,Kevin,Brooks,F,1991,1993,6,6,200,University of Southwestern Louisiana,1969-10-12 00:00:00
BROOKMI01,Michael,Brooks,F,1980,1987,6,7,220,La Salle University,1958-08-17 00:00:00
BROOKSC01,Scott,Brooks,G,1988,1997,5,11,165,University of California,1965-07-31 00:00:00
BrookAa01,Aaron,Brooks,G,2007,2007,6,0,160,University of Oregon,1985-01-14 00:00:00
BrownAn01,Andre,Brown,F,2006,2007,6,9,245,DePaul University,1981-05-12 00:00:00
BrownDe03,Dee,Brown,G,2006,2006,6,0,185,University of Illinois,1984-08-17 00:00:00
BrownSh01,Shannon,Brown,G,2006,2007,6,4,205,Michigan State University,1985-11-29 00:00:00
BROWNDE02,Devin,Brown,F,2002,2007,6,5,235,University of Texas at San Antonio,1978-12-30 00:00:00
BrownBo02,Bobby,Brown,G,2008,0,6,2,175, Fullerton,1984-09-24 00:00:00
BROWNBO01,Bob,Brown,F,1948,1949,6,4,205,Miami University,1923-11-12 00:00:00
BROWNCH01,Chucky,Brown,F,1989,2001,6,7,214,North Carolina State University,1968-02-29 00:00:00
BROWNDA01,Darrell,Brown,F,1948,1948,6,2,175,Humboldt State University,1923-03-14 00:00:00
BROWNDA02,Damone,Brown,F,2001,2004,6,8,220,Syracuse University,1979-06-28 00:00:00
BROWNDE01,Dee,Brown,G,1990,2001,6,1,160,Jacksonville University,1968-11-29 00:00:00
BROWNER01,Ernest,Brown,C,2001,2001,7,0,255,Indian Hills Community College,1979-05-17 00:00:00
BROWNFR01,Fred,Brown,G,1971,1983,6,3,182,University of Iowa,1948-08-07 00:00:00
BROWNGE01,George,Brown,F,1957,1957,6,6,190,Wayne State University,1935-10-30 00:00:00
BROWNGE02,Gerald,Brown,G,1998,1998,6,4,210,Pepperdine University,1975-07-28 00:00:00
BROWNHA01,Harold,Brown,G,1946,1946,6,0,155,University of Evansville,1923-10-02 00:00:00
BROWNJO01,John,Brown,F,1973,1979,6,7,220,University of Missouri,1951-12-14 00:00:00
BROWNKE01,Kedrick,Brown,F,2001,2004,6,7,222,Okaloosa-Walton College,1981-03-18 00:00:00
BROWNKW01,Kwame,Brown,F,2001,2007,6,11,243,0,1982-03-10 00:00:00
BROWNLA01,Larry,Brown,G,1967,1971,5,9,160,University of North Carolina,1940-09-14 00:00:00
BROWNLE01,Leon,Brown,F,1946,1946,6,3,190,University of Wyoming,1919-10-12 00:00:00
BROWNLE02,Lewis,Brown,C,1980,1980,6,11,225,University of Nevada - Las Vegas,1955-02-19 00:00:00
BROWNMA01,Marcus,Brown,G,1996,1999,6,3,185,Murray State University,1974-04-03 00:00:00
BROWNMI01,Mike,Brown,C,1986,1996,6,9,257,George Washington University,1963-07-19 00:00:00
BROWNMY01,Myron,Brown,F,1991,1991,6,3,180,Slippery Rock University,1969-11-03 00:00:00
BROWNPJ01,P.J.,Brown,F,1993,2007,6,11,225,Louisiana Tech University,1969-10-14 00:00:00
BROWNRA01,Randy,Brown,G,1991,2002,6,2,190,New Mexico State University,1968-05-22 00:00:00
BROWNRA02,Raymond,Brown,F,1989,1989,6,8,220,University of Idaho,1965-07-05 00:00:00
BROWNRI01,Rickey,Brown,C,1980,1984,6,10,215,Mississippi State University,1958-08-20 00:00:00
BROWNRO01,Roger A.,Brown,F,1967,1974,6,5,205,Univeristy of Dayton,1942-05-22 00:00:00
BROWNRO02,Roger,Brown,C,1972,1979,6,11,225,University of Kansas,1950-02-23 00:00:00
BROWNST01,Stan,Brown,F,1947,1951,6,3,200,0,1929-06-27 00:00:00
BROWNTI01,Tierre,Brown,G,2001,2004,6,2,189,McNeese State University,1979-06-03 00:00:00
BROWNTO01,Tony,Brown,F,1984,1991,6,6,185,University of Arkansas,1960-07-29 00:00:00
BROWNJI01,Jim,Browne,C,1948,1949,6,10,235,0,1930-01-01 00:00:00
BRUNDST01,Stanley,Brundy,F,1989,1989,6,6,210,DePaul University,1967-11-13 00:00:00
BRUNKBR01,Brian,Brunkhorst,F,1968,1968,6,5.5,208,Marquette University,1945-06-12 00:00:00
BRUNSGE01,George,Bruns,G,1972,1972,6,0,160,Manhattan College,1946-08-30 00:00:00
BRUNSRI01,Rick,Brunson,G,1997,2005,6,4,190,Temple University,1972-06-14 00:00:00
BRYANEM01,Emmette,Bryant,G,1964,1971,6,1,175,DePaul University,1938-11-04 00:00:00
BRYANJO01,Joe,Bryant,F,1975,1982,6,9,185,La Salle University,1954-10-19 00:00:00
BRYANKO01,Kobe,Bryant,G,1996,2007,6,6,200,0,1978-08-23 00:00:00
BRYANMA01,Mark,Bryant,F,1988,2002,6,9,245,Seton Hall University,1965-04-25 00:00:00
BRYANWA01,Wallace,Bryant,C,1983,1985,7,0,245,University of San Francisco ,1959-07-14 00:00:00
BRYNTO01,Torgeir,Bryn,F,1989,1989,6,9,250,Southwest Texas State University,1964-08-08 00:00:00
BUCCIGE01,George,Bucci,G,1975,1975,6,3,200,Manhattan College,1953-07-09 00:00:00
BUCKHJO01,Joe,Buckhalter,F,1961,1962,6,7,210,Tennessee State University,1937-08-01 00:00:00
BUCKNST01,Steve,Bucknall,F,1989,1989,6,6,215,University of North Carolina,1966-03-17 00:00:00
BUCKNCL01,Cleveland,Buckner,F,1961,1962,6,9,210,Jackson State University,1938-08-17 00:00:00
BUCKNGR01,Greg,Buckner,G,1999,2007,6,4,210,Clemson University,1976-09-16 00:00:00
BUCKNQU01,Quinn,Buckner,G,1976,1985,6,3,190,Indiana University,1954-08-20 00:00:00
BUDDDA01,Dave,Budd,F,1960,1964,6,6,205,Wake Forest University,1938-10-28 00:00:00
BUDKOWA01,Walter,Budko,F,1948,1951,6,5,220,Columbia University,1925-06-30 00:00:00
BUECHJU01,Jud,Buechler,F,1990,2001,6,6,220,University of Arizona,1968-06-19 00:00:00
BUFORRO01,Rodney,Buford,G,1999,2004,6,5,189,Creighton University,1977-11-02 00:00:00
BULLAMA01,Matt,Bullard,F,1990,2001,6,10,215,University of Iowa,1967-06-05 00:00:00
BUNCELA01,Larry,Bunce,C,1967,1968,7,0,240,Utah State University,1945-07-29 00:00:00
BUNCHGR01,Greg,Bunch,F,1978,1978,6,6,190, Fullerton,1956-05-15 00:00:00
BUNTDI01,Dick,Bunt,G,1952,1952,6,0,170,New York University,1930-07-13 00:00:00
BUNTIBI02,Bill,Buntin,C,1965,1965,6,7,250,University of Michigan,1942-05-05 00:00:00
BUNTIBI01,Bill,Bunting,F,1969,1971,6,8,200,University of North Carolina,1947-08-26 00:00:00
BURDELU01,Luther,Burden,G,1976,1977,6,2,185,University of Utah,1953-02-28 00:00:00
BURKEPA01,Pat,Burke,F,2002,2006,6,11,250,Auburn University,1973-12-14 00:00:00
BURKMRO01,Roger,Burkman,G,1981,1981,6,5,175,University of Louisville,1958-05-22 00:00:00
BURKSAN01,Antonio,Burks,G,2004,2005,6,1,192,University of Memphis,1980-02-25 00:00:00
BURLEKE01,Kevin,Burleson,G,2005,2005,6,3,205,University of Minnesota,1979-04-09 00:00:00
BURLETO01,Tom,Burleson,C,1974,1980,7,2,225,North Carolina State University,1952-02-24 00:00:00
BURMAJA01,Jack,Burmaster,G,1949,1949,6,3,190,University of Illinois,1926-12-23 00:00:00
BURNSDA01,David,Burns,G,1981,1981,6,2,180,Saint Louis University,1958-07-03 00:00:00
BURNSEV01,Evers,Burns,F,1993,1993,6,8,260,University of Maryland,1971-08-24 00:00:00
BURNSJI01,Jim,Burns,G,1967,1967,6,3,195,Northwestern University,1945-09-21 00:00:00
BURRESC01,Scott,Burrell,F,1993,2000,6,7,218,University of Connecticut,1971-01-12 00:00:00
BURRIAR01,Art,Burris,F,1950,1951,6,5,220,University of Tennessee,1924-04-07 00:00:00
BURROJU01,Junior,Burrough,F,1995,1995,6,8,242,University of Virginia,1973-01-18 00:00:00
BURROBO01,Bob,Burrow,C,1956,1957,6,7,228,University of Kentucky,1934-06-29 00:00:00
BURTOED01,Ed,Burton,F,1961,1964,6,6,225,Michigan State University,1939-08-13 00:00:00
BURTOWI01,Willie,Burton,F,1990,1998,6,8,210,University of Minnesota,1968-05-26 00:00:00
BURTTST01,Steve,Burtt,G,1984,1992,6,2,185,Iona College,1962-11-05 00:00:00
BUSEDO01,Don,Buse,G,1972,1984,6,4,190,University of Evansville,1950-08-10 00:00:00
BUSTIDA01,Dave,Bustion,F,1972,1972,6,8,215,University of Denver,1949-08-30 00:00:00
BUTCHDO01,Donnie,Butcher,G,1961,1965,6,2,200,Pikeville College,1936-02-08 00:00:00
BUTLEAL01,Al,Butler,G,1961,1964,6,2,175,Niagara University,1938-07-09 00:00:00
BUTLEGR01,Greg,Butler,C,1988,1990,6,11,240,Stanford University,1966-03-11 00:00:00
BUTLEMI01,Mitchell,Butler,G,1993,2003,6,5,210,University of California - Los Angeles,1970-12-15 00:00:00
BUTLEMI02,Mike,Butler,G,1968,1971,6,2,170,University of Memphis,1946-10-22 00:00:00
BUTLEJA01,Jackie,Butler,F,2004,2006,6,9,263,Coastal Christian Academy (VA),1985-04-10 00:00:00
BUTLECA01,Caron,Butler,F,2002,2007,6,7,235,University of Connecticut,1980-03-13 00:00:00
BUTLERA01,Rasual,Butler,F,2002,2007,6,7,205,La Salle University,1979-05-23 00:00:00
BYNUMWI01,Will,Bynum,G,2005,2005,6,0,185,Georgia Institute of Technology,1983-01-04 00:00:00
BYNUMAN01,Andrew,Bynum,C,2005,2007,7,0,285,0,1987-10-27 00:00:00
BYRDWA01,Walt,Byrd,F,1969,1969,6,7,205,Temple University,1942-01-01 00:00:00
BYRNEMA01,Marty,Byrnes,F,1978,1982,6,7,215,Syracuse University,1956-04-30 00:00:00
BYRNETO01,Tommy,Byrnes,G,1946,1950,6,3,175,Seton Hall University,1923-02-19 00:00:00
BYTZUMI01,Mike,Bytzura,F,1946,1946,6,1,170,Long Island University,1922-06-18 00:00:00
CABARZA01,Zarko,Cabarkapa,F,2003,2005,6,11,235,0,1981-05-21 00:00:00
CABLEBA01,Barney,Cable,F,1958,1963,6,7,175,Bradley University,1935-07-29 00:00:00
CAFFEJA01,Jason,Caffey,F,1995,2002,6,8,255,University of Alabama,1973-06-12 00:00:00
CAGEMI01,Michael,Cage,C,1984,1999,6,9,224,San Diego State University,1962-01-28 00:00:00
CALABGE01,Gerry,Calabrese,G,1950,1951,6,1,175,Saint John's University,1925-02-04 00:00:00
CALDEJO01,Jose,Calderon,G,2005,2007,6,3,210,0,1981-09-28 00:00:00
CALDWAD01,Adrian,Caldwell,F,1989,1997,6,8,265,Lamar University,1966-07-04 00:00:00
CALDWJI01,Jim,Caldwell,C,1967,1968,6,10,240,Georgia Institute of Technology,1943-01-28 00:00:00
CALDWJO01,Joe,Caldwell,F,1964,1974,6,5,195,Arizona State University,1941-11-01 00:00:00
CALHOBI01,Bill,Calhoun,F,1948,1954,6,3,180,City College of San Francisco ,1927-11-04 00:00:00
CALHOCO01,Corky,Calhoun,F,1972,1979,6,7,210,University of Pennsylvania ,1950-11-01 00:00:00
CALIPDE01,Demetrius,Calip,G,1991,1991,6,1,165,University of Michigan,1969-11-18 00:00:00
CALLATO01,Tom,Callahan,G,1946,1946,6,1,180,Rockhurst University,1921-06-02 00:00:00
CALLORI01,Rick,Calloway,G,1990,1990,6,6,180,University of Kansas,1966-12-12 00:00:00
CALVEER01,Ernie,Calverley,G,1946,1948,5,10,145,University of Rhode Island,1924-01-30 00:00:00
CALVIMA01,Mack,Calvin,G,1969,1980,6,0,165,University of Southern California,1947-07-27 00:00:00
CAMBRDE01,Dexter,Cambridge,F,1992,1992,6,7,224,University of Texas,1970-01-29 00:00:00
CAMBYMA01,Marcus,Camby,C,1996,2007,6,11,220,University of Massachusetts,1974-03-22 00:00:00
CAMPBEL01,Elden,Campbell,C,1990,2004,6,11,215,Clemson University,1968-07-23 00:00:00
CAMPBTO01,Tony,Campbell,F,1984,1994,6,7,215,Ohio State University,1962-05-07 00:00:00
CANNOLA01,Larry,Cannon,G,1969,1973,6,4,195,La Salle University,1947-04-12 00:00:00
CARDFR01,Frank,Card,F,1968,1972,6,7,195,South Carolina State University,1944-12-28 00:00:00
