ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
JordaMi01 ,1988,Michael,Jordan,east,N,1,33,28,NULL,NULL,2,3,NULL,NULL,NULL,NULL,23,13,4,2,NULL,NULL
JordaMi01 ,1987,Michael,Jordan,east,N,1,29,40,NULL,NULL,8,3,NULL,NULL,NULL,NULL,23,17,6,6,NULL,NULL
JordaMi01 ,1986,Michael,Jordan,east,N,1,28,11,NULL,NULL,0,4,NULL,NULL,NULL,NULL,12,5,2,1,NULL,NULL
JordaMi01 ,1985,Michael,Jordan,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
JordaMi01 ,1984,Michael,Jordan,east,N,1,22,7,NULL,NULL,6,2,NULL,NULL,NULL,NULL,9,2,4,3,NULL,NULL
JordaMi01 ,2002,Michael,Jordan,east,N,1,36,20,3,2,5,2,2,0,2,3,27,9,2,2,2,0
JordaMi01 ,2001,Michael,Jordan,east,N,1,22,8,4,0,4,3,2,0,1,1,13,4,0,0,0,0
KauffBo01 ,1972,Bob,Kauffman,east,N,1,9,3,NULL,NULL,1,1,NULL,NULL,NULL,NULL,2,1,2,1,NULL,NULL
KauffBo01 ,1971,Bob,Kauffman,east,N,1,7,2,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,1,0,0,NULL,NULL
KauffBo01 ,1970,Bob,Kauffman,east,N,1,4,0,NULL,NULL,0,0,NULL,NULL,NULL,NULL,2,0,0,0,NULL,NULL
KempSh01  ,1997,Shawn,Kemp,east,N,1,25,12,9,2,11,2,4,0,4,2,10,5,2,2,1,0
KempSh01  ,1996,Shawn,Kemp,west,N,1,19,10,3,1,4,1,1,0,1,1,7,4,2,1,1,0
KempSh01  ,1995,Shawn,Kemp,west,N,1,22,13,NULL,NULL,4,1,NULL,NULL,NULL,NULL,12,6,2,1,NULL,NULL
KempSh01  ,1994,Shawn,Kemp,west,N,1,23,13,NULL,NULL,2,2,NULL,NULL,NULL,NULL,6,4,6,5,NULL,NULL
KempSh01  ,1993,Shawn,Kemp,west,N,1,22,6,NULL,NULL,12,4,NULL,NULL,NULL,NULL,11,3,0,0,NULL,NULL
KempSh01  ,1992,Shawn,Kemp,west,N,1,9,0,NULL,NULL,2,0,NULL,NULL,NULL,NULL,2,0,0,0,NULL,0
KenonLa01 ,1978,Larry,Kenon,east,N,1,7,3,NULL,NULL,2,1,NULL,NULL,NULL,NULL,3,1,2,1,NULL,NULL
KenonLa01 ,1977,Larry,Kenon,east,N,1,20,16,NULL,NULL,4,0,NULL,NULL,NULL,NULL,15,8,0,0,NULL,NULL
KenonLa01 ,1973,Larry,Kenon,east,A,1,22,18,5,1,6,0,0,0,3,1,12,8,3,2,0,0
KenonLa01 ,1974,Larry,Kenon,east,A,1,16,12,4,0,4,1,0,0,1,0,11,6,0,0,0,0
KenonLa01 ,1975,Larry,Kenon,AllStars,A,1,20,10,NULL,NULL,6,2,NULL,NULL,NULL,5,7,5,0,0,0,0
KerrJo01  ,1962,John,Kerr,east,N,1,11,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,4,0,2,2,NULL,NULL
KerrJo01  ,1958,John,Kerr,east,N,1,21,7,NULL,NULL,9,2,NULL,NULL,NULL,NULL,14,3,2,1,NULL,NULL
KerrJo01  ,1955,John,Kerr,east,N,1,16,4,NULL,NULL,8,0,NULL,NULL,NULL,NULL,4,2,1,0,NULL,NULL
KeyeJu01  ,1970,Julius,Keye,west,A,1,7,0,2,2,4,0,NULL,NULL,0,1,1,0,0,0,0,0
KiddJa01  ,1995,Jason,Kidd,west,N,1,22,7,NULL,NULL,6,10,NULL,NULL,NULL,NULL,4,3,0,0,NULL,NULL
KiddJa01  ,2003,Jason,Kidd,east,N,1,22,14,3,0,3,10,2,0,3,1,6,4,4,3,4,3
KiddJa01  ,2002,Jason,Kidd,east,N,1,33,11,4,1,5,10,5,0,2,0,9,4,2,2,4,1
KiddJa01  ,2001,Jason,Kidd,east,N,1,18,2,1,0,1,3,1,0,1,0,2,1,0,0,1,0
KiddJa01  ,2000,Jason,Kidd,west,N,1,30,11,4,0,4,2,5,0,5,3,6,4,0,0,4,3
KiddJa01  ,1999,Jason,Kidd,west,N,1,34,11,5,0,5,14,4,0,6,0,9,4,0,0,6,3
KiddJa01  ,1997,Jason,Kidd,west,N,1,19,0,1,0,1,9,0,0,2,2,1,0,0,0,0,0
kiddja01  ,2007,Jason,Kidd,East,N,1,25,2,4,0,4,10,4,0,1,0,2,1,0,0,1,0
KingBe01  ,1981,Bernard,King,West,N,1,14,6,4,0,4,1,2,1,2,2,7,2,2,2,0,0
KingBe01  ,1984,Bernard,King,east,N,1,22,13,NULL,NULL,7,1,NULL,NULL,NULL,NULL,10,6,2,1,NULL,NULL
KingBe01  ,1983,Bernard,King,east,N,1,22,18,NULL,NULL,3,4,NULL,NULL,NULL,NULL,13,8,5,2,NULL,NULL
KingBe01  ,1990,Bernard,King,east,N,1,26,8,NULL,NULL,3,3,NULL,NULL,NULL,NULL,8,2,4,4,NULL,NULL
KingJi01  ,1967,Jim,King,west,N,1,7,0,NULL,NULL,1,2,NULL,NULL,NULL,NULL,4,1,3,2,NULL,NULL
KirilAn01 ,2003,Andrei,Kirilenko,west,N,1,12,2,1,0,1,0,0,1,0,0,3,1,0,0,1,0
KnighBi01 ,1976,Billy,Knight,west,N,1,12,4,NULL,NULL,5,0,NULL,NULL,NULL,NULL,5,1,2,2,NULL,NULL
KnighBi01 ,1975,Billy,Knight,AllStars,A,1,23,20,NULL,NULL,10,2,NULL,NULL,NULL,3,14,9,2,2,1,0
KojisDo01 ,1968,Don,Kojis,west,N,1,16,8,NULL,NULL,5,3,NULL,NULL,NULL,NULL,7,2,5,4,NULL,NULL
KojisDo01 ,1967,Don,Kojis,west,N,1,10,4,NULL,NULL,2,1,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
LaceySa01 ,1974,Sam,Lacey,west,N,1,17,6,NULL,NULL,7,1,NULL,NULL,NULL,NULL,6,2,2,2,NULL,NULL
LadneWe01 ,1970,Wendell,Ladner,west,A,1,20,12,5,2,7,0,NULL,NULL,2,3,11,6,0,0,0,0
LadneWe01 ,1971,Wendell,Ladner,west,A,1,14,4,5,1,6,1,NULL,NULL,0,2,5,2,0,0,2,0
LaettCh01 ,1996,Christian,Laettner,east,N,1,24,7,7,4,11,2,1,1,2,4,5,3,1,1,0,0
LaimbBi01 ,1986,Bill,Laimbeer,east,N,1,11,8,NULL,NULL,2,1,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
LaimbBi01 ,1984,Bill,Laimbeer,east,N,1,11,5,NULL,NULL,3,1,NULL,NULL,NULL,NULL,4,2,2,1,NULL,NULL
LaimbBi01 ,1983,Bill,Laimbeer,east,N,1,17,13,NULL,NULL,5,0,NULL,NULL,NULL,NULL,8,6,1,1,NULL,NULL
LaimbBi01 ,1982,Bill,Laimbeer,east,N,1,6,2,NULL,NULL,1,0,NULL,NULL,NULL,NULL,1,1,0,0,NULL,NULL
LanieBo01 ,1978,Bob,Lanier,east,N,1,31,10,NULL,NULL,4,4,NULL,NULL,NULL,NULL,10,5,0,0,NULL,NULL
LanieBo01 ,1977,Bob,Lanier,west,N,1,4,1,NULL,NULL,2,0,NULL,NULL,NULL,NULL,0,0,2,1,NULL,NULL
LanieBo01 ,1976,Bob,Lanier,west,N,1,20,17,NULL,NULL,10,4,NULL,NULL,NULL,NULL,8,7,3,3,NULL,NULL
LanieBo01 ,1974,Bob,Lanier,west,N,1,12,2,NULL,NULL,7,2,NULL,NULL,NULL,NULL,4,1,0,0,NULL,NULL
LanieBo01 ,1973,Bob,Lanier,west,N,1,26,24,NULL,NULL,10,2,NULL,NULL,NULL,NULL,15,11,2,2,NULL,NULL
LanieBo01 ,1972,Bob,Lanier,west,N,1,12,10,NULL,NULL,6,0,NULL,NULL,NULL,NULL,9,5,0,0,NULL,NULL
LanieBo01 ,1971,Bob,Lanier,west,N,1,5,2,NULL,NULL,3,0,NULL,NULL,NULL,NULL,2,0,3,2,NULL,NULL
LanieBo01 ,1981,Bob,Lanier,East,N,1,11,8,1,2,3,0,2,1,1,3,7,3,2,2,0,0
LaRusRu01 ,1965,Rudy,LaRusso,west,N,1,22,11,NULL,NULL,3,2,NULL,NULL,NULL,NULL,10,4,7,3,NULL,NULL
LaRusRu01 ,1962,Rudy,LaRusso,west,N,1,11,6,NULL,NULL,1,2,NULL,NULL,NULL,NULL,3,3,0,0,NULL,NULL
LaRusRu01 ,1961,Rudy,LaRusso,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
LaRusRu01 ,1968,Rudy,LaRusso,west,N,1,18,6,NULL,NULL,6,2,NULL,NULL,NULL,NULL,6,3,0,0,NULL,NULL
LaRusRu01 ,1967,Rudy,LaRusso,west,N,1,19,6,NULL,NULL,7,0,NULL,NULL,NULL,NULL,8,3,2,0,NULL,NULL
LeeCl01   ,1967,Clyde,Lee,west,N,1,18,6,NULL,NULL,11,2,NULL,NULL,NULL,NULL,8,2,4,2,NULL,NULL
LeverLa01 ,1989,Lafayette,Lever,west,N,1,22,16,NULL,NULL,3,2,NULL,NULL,NULL,NULL,13,7,2,2,NULL,NULL
LeverLa01 ,1987,Lafayette,Lever,west,N,1,31,17,NULL,NULL,4,3,NULL,NULL,NULL,NULL,14,7,4,3,NULL,NULL
LewisFr01 ,1967,Freddie,Lewis,east,A,1,18,6,0,0,0,3,NULL,NULL,0,1,9,3,0,0,0,0
LewisFr01 ,1969,Freddie,Lewis,east,A,1,9,1,NULL,NULL,6,1,NULL,NULL,NULL,1,5,0,2,1,0,0
LewisFr01 ,1971,Freddie,Lewis,west,A,1,18,18,1,0,1,1,NULL,NULL,3,2,13,7,4,3,2,1
LewisFr01 ,1974,Freddie,Lewis,east,A,1,33,26,5,0,5,10,2,0,6,3,15,11,3,3,1,1
LewisMi01 ,1970,Mike,Lewis,east,A,1,14,7,4,1,5,1,NULL,NULL,1,4,7,3,1,1,0,0
LEWISRA01 ,2008,Rashard,Lewis,East,N,1,21,8,5,1,6,0,0,0,1,3,6,3,2,1,4,1
LEWISRA01 ,2004,Rashard,Lewis,west,N,1,14,2,3,1,4,1,1,0,1,2,7,1,0,0,2,0
LewisRe01 ,1991,Reggie,Lewis,east,N,1,15,7,NULL,NULL,4,2,NULL,NULL,NULL,NULL,7,3,2,1,NULL,NULL
LigonGo01 ,1968,Goose,Ligon,east,A,1,12,3,2,1,3,0,NULL,NULL,1,2,2,0,4,3,0,0
LoveBo01  ,1972,Bob,Love,west,N,1,12,6,NULL,NULL,3,0,NULL,NULL,NULL,NULL,4,2,2,2,NULL,NULL
LoveBo01  ,1971,Bob,Love,west,N,1,16,8,NULL,NULL,6,0,NULL,NULL,NULL,NULL,11,4,2,0,NULL,NULL
LoveBo01  ,1970,Bob,Love,west,N,1,21,16,NULL,NULL,4,0,NULL,NULL,NULL,NULL,12,6,5,4,NULL,NULL
LovelCl01 ,1955,Clyde,Lovellette,west,N,1,20,7,NULL,NULL,10,0,NULL,NULL,NULL,NULL,10,3,3,1,NULL,NULL
LovelCl01 ,1960,Clyde,Lovellette,west,N,1,31,21,NULL,NULL,10,3,NULL,NULL,NULL,NULL,19,10,1,1,NULL,NULL
LovelCl01 ,1959,Clyde,Lovellette,west,N,1,18,12,NULL,NULL,8,1,NULL,NULL,NULL,NULL,11,6,0,0,NULL,NULL
LucasJe01 ,1968,Jerry,Lucas,east,N,1,17,8,NULL,NULL,6,1,NULL,NULL,NULL,NULL,5,2,5,4,NULL,NULL
LucasJe01 ,1967,Jerry,Lucas,east,N,1,21,16,NULL,NULL,5,4,NULL,NULL,NULL,NULL,9,6,4,4,NULL,NULL
LucasJe01 ,1966,Jerry,Lucas,east,N,1,22,7,NULL,NULL,7,2,NULL,NULL,NULL,NULL,5,3,1,1,NULL,NULL
LucasJe01 ,1965,Jerry,Lucas,east,N,1,23,10,NULL,NULL,19,0,NULL,NULL,NULL,NULL,11,4,2,2,NULL,NULL
LucasJe01 ,1964,Jerry,Lucas,east,N,1,35,25,NULL,NULL,10,1,NULL,NULL,NULL,NULL,19,12,1,1,NULL,NULL
LucasJe01 ,1963,Jerry,Lucas,east,N,1,36,11,NULL,NULL,8,0,NULL,NULL,NULL,NULL,6,3,6,5,NULL,NULL
LucasJe01 ,1970,Jerry,Lucas,west,N,1,29,12,NULL,NULL,9,4,NULL,NULL,NULL,NULL,9,5,2,2,NULL,NULL
LucasMa01 ,1982,Maurice,Lucas,west,N,1,27,6,NULL,NULL,7,1,NULL,NULL,NULL,NULL,8,3,1,0,NULL,NULL
LucasMa01 ,1978,Maurice,Lucas,west,N,1,19,10,NULL,NULL,7,1,NULL,NULL,NULL,NULL,10,4,2,2,NULL,NULL
LucasMa01 ,1977,Maurice,Lucas,west,N,1,33,12,NULL,NULL,13,4,NULL,NULL,NULL,NULL,13,6,0,0,NULL,NULL
LucasMa01 ,1976,Maurice,Lucas,west,N,1,11,6,NULL,NULL,4,2,NULL,NULL,NULL,NULL,9,3,0,0,NULL,NULL
LucasMa01 ,1975,Maurice,Lucas,AllStars,A,1,14,5,NULL,NULL,5,3,NULL,NULL,NULL,1,5,2,1,1,0,0
MacauEd01 ,1950,Ed,Macauley,east,N,1,0,20,NULL,NULL,6,1,NULL,NULL,NULL,NULL,12,7,7,6,NULL,NULL
MacauEd01 ,1955,Ed,Macauley,east,N,1,20,4,NULL,NULL,2,3,NULL,NULL,NULL,NULL,9,1,4,2,NULL,NULL
MacauEd01 ,1954,Ed,Macauley,east,N,1,27,6,NULL,NULL,4,2,NULL,NULL,NULL,NULL,5,1,5,4,NULL,NULL
MacauEd01 ,1953,Ed,Macauley,east,N,1,25,13,NULL,NULL,1,3,NULL,NULL,NULL,NULL,11,4,6,5,NULL,NULL
MacauEd01 ,1952,Ed,Macauley,east,N,1,35,18,NULL,NULL,7,3,NULL,NULL,NULL,NULL,12,5,8,8,NULL,NULL
MacauEd01 ,1951,Ed,Macauley,east,N,1,28,15,NULL,NULL,7,3,NULL,NULL,NULL,NULL,7,3,9,9,NULL,NULL
MacauEd01 ,1956,Ed,Macauley,west,N,1,19,7,NULL,NULL,5,3,NULL,NULL,NULL,NULL,6,3,2,1,NULL,NULL
MagloJa01 ,2003,Jamaal,Magloire,east,N,1,21,19,5,3,8,0,1,1,1,2,16,9,2,1,0,0
MahafRa01 ,1967,Randolph,Mahaffey,east,A,1,7,4,2,2,4,0,NULL,NULL,1,0,2,1,6,2,0,0
MajerDa01 ,1994,Dan,Majerle,west,N,1,20,10,NULL,NULL,5,3,NULL,NULL,NULL,NULL,12,4,0,0,NULL,NULL
MajerDa01 ,1993,Dan,Majerle,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MajerDa01 ,1992,Dan,Majerle,west,N,1,26,18,NULL,NULL,7,3,NULL,NULL,NULL,NULL,11,6,4,3,NULL,3
MajerDa01 ,1991,Dan,Majerle,west,N,1,12,4,NULL,NULL,3,2,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
MalonJe01 ,1986,Jeff,Malone,east,N,1,13,6,NULL,NULL,2,2,NULL,NULL,NULL,NULL,5,3,0,0,NULL,NULL
MalonJe01 ,1985,Jeff,Malone,east,N,1,12,6,NULL,NULL,1,4,NULL,NULL,NULL,NULL,5,3,0,0,NULL,NULL
MalonKa01 ,2000,Karl,Malone,west,N,1,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0
MalonKa01 ,1999,Karl,Malone,west,N,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MalonKa01 ,1997,Karl,Malone,west,N,1,17,4,3,0,3,2,2,0,0,1,4,2,0,0,0,0
MalonKa01 ,1996,Karl,Malone,west,N,1,20,4,3,1,4,0,1,1,0,0,8,2,0,0,0,0
MalonKa01 ,1995,Karl,Malone,west,N,1,20,11,NULL,NULL,9,2,NULL,NULL,NULL,NULL,6,2,8,7,NULL,NULL
MalonKa01 ,1994,Karl,Malone,west,N,1,16,15,NULL,NULL,3,1,NULL,NULL,NULL,NULL,6,6,4,3,NULL,NULL
MalonKa01 ,1993,Karl,Malone,west,N,1,21,6,NULL,NULL,7,2,NULL,NULL,NULL,NULL,9,3,0,0,NULL,NULL
MalonKa01 ,1992,Karl,Malone,west,N,1,34,28,NULL,NULL,10,0,NULL,NULL,NULL,NULL,17,11,9,6,NULL,0
MalonKa01 ,1991,Karl,Malone,west,N,1,19,11,NULL,NULL,7,3,NULL,NULL,NULL,NULL,7,5,2,1,NULL,NULL
MalonKa01 ,1990,Karl,Malone,west,N,1,31,16,NULL,NULL,11,4,NULL,NULL,NULL,NULL,11,6,6,4,NULL,NULL
MalonKa01 ,1989,Karl,Malone,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MalonKa01 ,1988,Karl,Malone,west,N,1,26,28,NULL,NULL,9,3,NULL,NULL,NULL,NULL,17,12,6,4,NULL,NULL
MalonKa01 ,1987,Karl,Malone,west,N,1,33,22,NULL,NULL,10,2,NULL,NULL,NULL,NULL,19,9,5,4,NULL,NULL
MalonMo01 ,1988,Moses,Malone,east,N,1,19,9,NULL,NULL,8,0,NULL,NULL,NULL,NULL,9,3,3,3,NULL,NULL
MalonMo01 ,1980,Moses,Malone,west,N,1,22,8,NULL,NULL,6,3,NULL,NULL,NULL,NULL,8,3,4,2,NULL,NULL
MalonMo01 ,1979,Moses,Malone,east,N,1,31,20,NULL,NULL,12,2,NULL,NULL,NULL,NULL,12,7,12,6,NULL,NULL
MalonMo01 ,1978,Moses,Malone,east,N,1,17,8,NULL,NULL,7,1,NULL,NULL,NULL,NULL,2,2,5,4,NULL,NULL
MalonMo01 ,1977,Moses,Malone,east,N,1,14,4,NULL,NULL,4,1,NULL,NULL,NULL,NULL,1,1,4,2,NULL,NULL
MalonMo01 ,1985,Moses,Malone,east,N,1,34,16,NULL,NULL,13,0,NULL,NULL,NULL,NULL,12,5,9,6,NULL,NULL
MalonMo01 ,1984,Moses,Malone,east,N,1,33,7,NULL,NULL,12,1,NULL,NULL,NULL,NULL,10,2,6,3,NULL,NULL
MalonMo01 ,1982,Moses,Malone,east,N,1,24,10,NULL,NULL,8,3,NULL,NULL,NULL,NULL,8,3,6,4,NULL,NULL
MalonMo01 ,1987,Moses,Malone,east,N,1,22,7,NULL,NULL,9,2,NULL,NULL,NULL,NULL,6,2,6,3,NULL,NULL
MalonMo01 ,1986,Moses,Malone,east,N,1,35,27,NULL,NULL,18,2,NULL,NULL,NULL,NULL,19,11,6,5,NULL,NULL
MalonMo01 ,1974,Moses,Malone,west,A,1,20,6,7,3,10,0,0,1,1,1,3,2,5,2,0,0
MalonMo01 ,1981,Moses,Malone,West,N,1,20,12,6,5,11,0,2,1,3,2,11,5,6,2,0,0
ManniDa01 ,1993,Danny,Manning,west,N,1,17,8,NULL,NULL,4,2,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
ManniDa01 ,1992,Danny,Manning,west,N,1,18,10,NULL,NULL,4,1,NULL,NULL,NULL,NULL,5,5,0,0,NULL,0
MaravPe02 ,1973,Pete,Maravich,east,N,1,22,15,NULL,NULL,3,4,NULL,NULL,NULL,NULL,15,4,9,7,NULL,NULL
MaravPe02 ,1972,Pete,Maravich,east,N,1,22,8,NULL,NULL,3,5,NULL,NULL,NULL,NULL,8,4,0,0,NULL,NULL
MaravPe02 ,1978,Pete,Maravich,east,N,1,14,10,NULL,NULL,2,2,NULL,NULL,NULL,NULL,8,5,0,0,NULL,NULL
MaravPe02 ,1977,Pete,Maravich,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MaravPe02 ,1976,Pete,Maravich,east,N,1,21,10,NULL,NULL,0,4,NULL,NULL,NULL,NULL,13,5,0,0,NULL,NULL
MarbuSt01 ,2000,Stephon,Marbury,east,N,1,18,12,0,0,0,4,0,0,3,2,9,5,2,0,3,2
MarbuSt01 ,2002,Stephon,Marbury,west,N,1,15,4,1,0,1,6,0,0,2,0,3,1,2,2,2,0
MarinJa01 ,1971,Jack,Marin,east,N,1,15,11,NULL,NULL,0,1,NULL,NULL,NULL,NULL,8,5,1,1,NULL,NULL
MarinJa01 ,1972,Jack,Marin,east,N,1,11,4,NULL,NULL,4,1,NULL,NULL,NULL,NULL,6,2,0,0,NULL,NULL
MarioSh01 ,2002,Shawn,Marion,west,N,1,23,8,2,5,7,4,3,1,0,1,9,4,0,0,1,0
MarioSh01 ,2006,Shawn,Marion,West,N,1,22,18,3,5,8,4,2,0,2,0,15,9,0,0,1,0
mariosh01 ,2005,Shawn,Marion,west,N,1,17,14,4,4,8,0,1,1,0,1,9,5,7,4,0,0
MARIOSH01 ,2004,Shawn,Marion,west,N,1,16,10,0,3,3,4,0,0,1,0,7,5,1,0,0,0
MartiKe01 ,2003,Kenyon,Martin,east,N,1,23,17,3,4,7,3,0,0,3,1,10,8,2,1,0,0
MartiSl01 ,1955,Slater,Martin,west,N,1,29,9,NULL,NULL,1,7,NULL,NULL,NULL,NULL,7,3,3,3,NULL,NULL
MartiSl01 ,1954,Slater,Martin,west,N,1,23,5,NULL,NULL,2,5,NULL,NULL,NULL,NULL,5,2,2,1,NULL,NULL
MartiSl01 ,1953,Slater,Martin,west,N,1,23,2,NULL,NULL,0,3,NULL,NULL,NULL,NULL,5,1,0,0,NULL,NULL
MartiSl01 ,1952,Slater,Martin,west,N,1,26,5,NULL,NULL,2,1,NULL,NULL,NULL,NULL,10,2,1,1,NULL,NULL
MartiSl01 ,1958,Slater,Martin,west,N,1,22,5,NULL,NULL,6,1,NULL,NULL,NULL,NULL,6,2,2,1,NULL,NULL
MartiSl01 ,1957,Slater,Martin,west,N,1,26,6,NULL,NULL,2,8,NULL,NULL,NULL,NULL,9,2,4,2,NULL,NULL
MartiSl01 ,1956,Slater,Martin,west,N,1,31,8,NULL,NULL,2,3,NULL,NULL,NULL,NULL,11,4,0,0,NULL,NULL
MashbJa01 ,2002,Jamal,Mashburn,east,N,1,14,10,4,0,4,2,2,0,0,0,7,4,0,0,2,2
MasonAn01 ,2000,Anthony,Mason,east,N,1,20,0,2,2,4,1,1,0,2,2,3,0,0,0,0,0
McAdoBo01 ,1976,Bob,McAdoo,east,N,1,38,30,NULL,NULL,10,2,NULL,NULL,NULL,NULL,23,13,4,4,NULL,NULL
McAdoBo01 ,1975,Bob,McAdoo,east,N,1,29,22,NULL,NULL,7,1,NULL,NULL,NULL,NULL,14,10,4,2,NULL,NULL
McAdoBo01 ,1974,Bob,McAdoo,east,N,1,26,11,NULL,NULL,6,2,NULL,NULL,NULL,NULL,9,4,3,3,NULL,NULL
McAdoBo01 ,1973,Bob,McAdoo,east,N,1,13,11,NULL,NULL,3,1,NULL,NULL,NULL,NULL,4,3,8,5,NULL,NULL
McAdoBo01 ,1977,Bob,McAdoo,east,N,1,20,14,NULL,NULL,4,0,NULL,NULL,NULL,NULL,14,7,0,0,NULL,NULL
McClaTe01 ,1973,Ted,McClain,east,A,1,25,12,1,2,3,4,2,0,1,3,8,6,0,0,0,0
McDanJi01 ,1971,Jim,McDaniels,east,A,1,20,24,5,6,11,1,NULL,NULL,2,3,15,11,3,2,0,0
McDanXa01 ,1987,Xavier,McDaniel,west,N,1,13,2,NULL,NULL,2,0,NULL,NULL,NULL,NULL,9,1,0,0,NULL,NULL
McDyeAn01 ,2000,Antonio,McDyess,west,N,1,15,8,5,3,8,2,1,0,0,2,9,4,0,0,0,0
McGinGe01 ,1978,George,McGinnis,west,N,1,25,16,NULL,NULL,6,3,NULL,NULL,NULL,NULL,12,5,11,6,NULL,NULL
McGinGe01 ,1976,George,McGinnis,east,N,1,26,4,NULL,NULL,7,2,NULL,NULL,NULL,NULL,9,2,2,0,NULL,NULL
McGinGe01 ,1975,George,McGinnis,east,N,1,19,10,NULL,NULL,7,2,NULL,NULL,NULL,NULL,9,4,4,2,NULL,NULL
McGinGe01 ,1972,George,McGinnis,west,A,1,34,23,10,5,15,2,1,1,3,5,15,10,6,3,1,0
McGinGe01 ,1973,George,McGinnis,west,A,1,30,14,4,7,11,1,1,0,8,3,21,7,0,0,0,0
McGinGe01 ,1974,George,McGinnis,west,A,1,32,18,9,3,12,5,3,1,3,5,14,6,11,6,1,0
McGloJo01 ,1968,Jon,McGlocklin,east,N,1,7,2,NULL,NULL,1,0,NULL,NULL,NULL,NULL,2,1,0,0,NULL,NULL
McGraTr01 ,2003,Tracy,McGrady,east,N,1,23,13,3,1,4,3,0,0,1,0,11,5,4,2,6,1
McGraTr01 ,2002,Tracy,McGrady,east,N,1,36,29,4,1,5,2,0,0,1,3,17,10,6,5,7,4
McGraTr01 ,2001,Tracy,McGrady,east,N,1,23,24,1,2,3,4,3,0,1,1,15,9,4,4,4,2
McGraTr01 ,2000,Tracy,McGrady,east,N,1,21,2,0,1,1,0,2,1,4,0,4,1,0,0,1,0
MCGRATR01 ,2004,Tracy,McGrady,west,N,1,24,8,4,1,5,5,3,2,3,1,13,4,0,0,4,0
mcgratr01 ,2005,Tracy,McGrady,west,N,1,27,36,0,0,0,2,1,0,1,1,26,15,7,2,10,4
McGraTr01 ,2006,Tracy,McGrady,West,N,1,18,8,2,1,3,11,3,0,2,0,8,3,0,0,5,2
McGuiDi01 ,1958,Dick,McGuire,west,N,1,24,5,NULL,NULL,3,3,NULL,NULL,NULL,NULL,7,2,2,1,NULL,NULL
McGuiDi01 ,1957,Dick,McGuire,west,N,1,31,4,NULL,NULL,7,10,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
McGuiDi01 ,1950,Dick,McGuire,east,N,1,0,6,NULL,NULL,5,10,NULL,NULL,NULL,NULL,4,3,0,0,NULL,NULL
McGuiDi01 ,1955,Dick,McGuire,east,N,1,29,6,NULL,NULL,0,3,NULL,NULL,NULL,NULL,9,2,5,2,NULL,NULL
McGuiDi01 ,1954,Dick,McGuire,east,N,1,25,3,NULL,NULL,3,6,NULL,NULL,NULL,NULL,2,1,2,1,NULL,NULL
McGuiDi01 ,1953,Dick,McGuire,east,N,1,20,4,NULL,NULL,4,2,NULL,NULL,NULL,NULL,5,2,0,0,NULL,NULL
McGuiDi01 ,1951,Dick,McGuire,east,N,1,18,11,NULL,NULL,1,4,NULL,NULL,NULL,NULL,0,0,3,1,NULL,NULL
McHalKe01 ,1990,Kevin,McHale,east,N,1,14,2,NULL,NULL,3,2,NULL,NULL,NULL,NULL,3,0,2,2,NULL,NULL
McHalKe01 ,1989,Kevin,McHale,east,N,1,20,13,NULL,NULL,8,1,NULL,NULL,NULL,NULL,11,6,0,0,NULL,NULL
McHalKe01 ,1988,Kevin,McHale,east,N,1,16,10,NULL,NULL,3,0,NULL,NULL,NULL,NULL,7,5,0,0,NULL,NULL
McHalKe01 ,1987,Kevin,McHale,east,N,1,14,2,NULL,NULL,1,1,NULL,NULL,NULL,NULL,1,0,2,2,NULL,NULL
McHalKe01 ,1986,Kevin,McHale,east,N,1,30,16,NULL,NULL,7,2,NULL,NULL,NULL,NULL,11,7,2,2,NULL,NULL
McHalKe01 ,1985,Kevin,McHale,east,N,1,20,8,NULL,NULL,10,2,NULL,NULL,NULL,NULL,8,3,2,2,NULL,NULL
McHalKe01 ,1983,Kevin,McHale,east,N,1,11,10,NULL,NULL,5,0,NULL,NULL,NULL,NULL,7,3,6,4,NULL,NULL
