,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Free Kick Accuracy,Overall,Position,Position class,ID,VersionID
187285,41,25,58,52,29,30,25,44,49,54,53,46,59,47,64,79,71,74,40,75,61,29,44,28,66,63,67,9,10,12,7,9,28,65,CB,Defense,181734,181734016
161968,49,27,26,63,27,49,52,64,64,60,68,59,67,70,53,71,92,75,45,83,62,53,46,65,53,63,52,8,11,14,10,5,67,60,CM,Midfield,193147,193147013
222313,46,75,71,56,69,75,59,42,75,75,78,75,66,61,66,62,67,60,69,65,14,68,58,66,14,20,21,15,9,9,15,6,47,70,ST,Attack,205851,205851012
25421,50,72,56,61,40,60,23,43,67,77,69,65,68,66,60,72,64,71,59,58,64,69,45,66,28,31,50,8,20,43,20,20,43,70,ST,Attack,49192,49192004
138465,42,38,49,62,40,49,52,54,54,55,61,61,57,61,53,61,75,59,48,63,49,53,63,54,58,50,53,8,14,6,7,7,49,55,RB,Defense,201040,201040006
135758,61,73,84,76,77,71,75,68,75,67,68,78,74,61,79,83,69,77,73,67,44,77,75,81,43,52,37,10,11,14,13,8,66,75,ST,Attack,134906,134906021
88086,72,40,59,70,68,72,72,74,74,71,73,62,68,72,68,54,79,64,73,78,64,72,62,64,56,76,76,11,5,6,8,15,70,74,LB,Defense,157581,157581012
48682,59,50,49,72,31,58,53,68,60,72,71,65,69,69,64,66,71,69,63,70,69,58,67,69,66,61,63,8,23,68,23,23,51,64,CM,Midfield,176028,176028004
160496,25,25,25,30,25,25,25,31,31,54,51,53,58,56,25,50,25,68,25,20,23,25,25,25,25,25,25,64,60,67,64,62,25,62,GK,Goalkeeper,187171,187171012
113429,60,32,74,76,68,58,58,72,68,64,58,60,70,50,84,54,75,91,76,89,76,66,60,64,74,82,82,10,6,14,14,15,62,78,CB,Defense,134956,134956017
105983,56,22,79,72,46,56,32,66,70,74,72,64,73,82,59,81,80,81,40,78,75,55,75,31,76,75,75,14,7,7,12,6,29,74,CDM,Midfield,53551,53551007
230370,58,58,45,69,56,66,63,67,68,65,68,69,62,71,64,62,68,61,60,60,60,62,68,61,58,60,53,7,15,16,14,15,60,66,CM,Midfield,200535,200535031
209903,51,40,47,71,53,62,57,70,67,54,60,63,70,52,71,53,74,60,64,75,68,60,70,51,60,66,62,7,8,9,11,4,45,68,CDM,Midfield,149165,149165023
220905,25,25,25,38,25,25,25,32,23,59,60,42,75,44,31,75,31,67,25,28,25,25,25,42,25,25,25,74,72,70,71,77,25,74,GK,Goalkeeper,179547,179547020
101948,81,61,58,74,57,85,74,65,84,91,86,88,86,91,68,52,74,40,61,65,31,76,67,59,31,40,25,9,10,10,8,9,58,79,LW,Attack,171318,171318011
192227,25,25,61,49,26,34,25,45,39,60,53,53,62,50,40,59,71,85,32,64,61,25,25,25,64,62,58,12,6,6,14,6,25,62,CB,Defense,164375,164375013
10808,30,33,56,55,55,31,71,39,28,66,66,76,49,62,59,74,67,62,27,44,39,32,50,32,52,56,76,6,22,39,22,22,28,54,CB,Defense,167525,167525001
85842,63,65,42,76,63,81,79,70,80,85,75,85,68,79,62,41,71,42,73,47,25,74,67,59,34,32,30,15,5,14,13,7,70,72,CAM,Midfield,190264,190264008
11325,60,21,84,52,68,67,76,50,67,68,67,67,73,56,44,48,87,72,49,78,72,70,73,75,74,79,59,10,21,50,21,21,35,74,LB,Defense,4633,4633002
217113,30,22,67,66,31,28,37,61,44,59,57,58,63,64,46,65,66,82,32,73,60,33,55,31,65,66,64,8,9,6,6,3,36,68,CB,Defense,188782,188782018
214956,35,67,67,70,67,65,50,43,66,73,67,73,71,64,74,80,74,79,60,77,43,72,70,76,25,25,25,9,8,5,10,12,45,69,ST,Attack,184766,184766024
164579,66,50,50,69,48,63,49,64,67,67,68,60,64,68,67,61,72,66,60,71,65,52,65,55,58,66,66,7,12,12,11,6,46,65,CM,Midfield,203069,203069018
191818,63,67,60,69,58,68,53,60,68,77,70,76,71,61,64,47,72,73,65,64,35,66,69,55,35,27,30,9,14,14,10,8,44,67,ST,Attack,190313,190313015
17690,66,44,33,67,35,63,21,64,63,71,73,51,54,41,43,66,69,68,42,69,71,68,51,62,35,49,43,8,23,64,23,23,42,69,RM,Midfield,143221,143221003
69892,68,66,57,76,58,68,70,71,72,69,68,63,69,67,72,65,72,65,67,63,66,70,72,77,55,71,67,12,7,13,5,5,74,73,CM,Midfield,160292,160292010
195215,74,29,68,75,42,67,63,69,73,77,76,69,74,71,58,71,76,70,53,70,72,61,48,51,72,78,75,10,12,14,9,14,51,74,LB,Defense,169705,169705020
100445,55,50,59,66,68,67,69,62,69,83,78,64,67,71,68,65,85,70,57,63,60,65,60,67,51,56,50,13,7,12,9,11,51,67,LM,Midfield,164568,164568012
3277,46,24,57,57,44,60,31,43,54,55,59,46,55,60,48,70,53,54,18,48,66,35,37,58,55,61,62,7,14,43,12,9,58,57,CB,Defense,156299,156299001
211220,72,60,62,73,57,78,61,70,76,74,66,70,60,69,72,73,59,57,63,47,21,66,69,62,25,25,25,8,9,7,12,7,47,71,RM,Midfield,201379,201379020
98632,57,16,65,58,17,62,53,53,61,61,65,58,54,59,23,72,81,71,11,61,56,43,47,14,62,64,58,14,8,15,11,9,17,62,RB,Defense,169441,169441009
2315,55,61,59,68,29,58,12,25,51,77,86,53,74,57,61,79,82,63,60,76,67,22,48,44,31,26,60,13,5,25,13,12,44,64,ST,Attack,163049,163049001
98486,60,40,70,65,38,50,46,58,60,63,70,71,70,73,64,80,65,70,39,71,70,30,54,52,69,69,68,11,15,7,7,5,28,69,CB,Defense,138885,138885010
176092,68,60,52,69,55,66,78,62,67,67,60,71,55,81,60,48,47,54,64,48,39,58,72,73,32,45,29,11,8,13,10,7,76,70,LM,Midfield,193421,193421006
75326,46,78,77,59,68,73,64,41,76,77,79,73,75,43,75,58,80,73,71,63,11,80,71,80,11,12,10,5,11,7,11,6,76,76,ST,Attack,182763,182763009
112163,61,79,82,56,74,62,65,56,68,49,55,72,52,45,82,53,85,92,74,51,41,76,69,70,12,24,14,11,9,13,10,6,65,68,ST,Attack,155615,155615012
4036,68,60,45,67,53,65,59,52,65,72,64,68,53,63,86,66,76,57,76,64,63,70,65,66,39,44,38,14,12,52,13,14,66,65,CAM,Midfield,157957,157957001
79640,15,11,10,28,11,16,12,28,21,52,51,44,63,53,20,63,52,74,14,62,21,12,34,21,12,8,13,65,67,68,64,68,12,65,GK,Goalkeeper,51321,51321009
173865,48,64,65,61,63,66,44,53,62,72,72,74,64,55,67,74,65,71,65,66,25,64,54,59,21,20,25,7,12,15,9,12,48,66,ST,Attack,193528,193528015
73254,33,37,73,57,29,35,49,56,46,42,42,35,49,34,65,67,63,83,39,63,64,45,44,40,61,71,59,14,9,10,14,9,37,71,CB,Defense,199383,199383003
203221,68,65,53,75,63,76,70,77,77,74,75,67,79,70,75,64,91,75,77,82,76,78,77,59,65,72,67,5,9,14,6,15,65,77,CM,Midfield,156519,156519036
187020,62,54,59,68,54,70,58,64,69,75,75,87,65,76,63,80,71,54,64,44,48,62,69,64,41,40,35,7,11,13,12,12,54,64,CM,Midfield,177696,177696015
101648,67,55,48,64,59,64,71,56,60,82,76,76,60,92,72,73,64,60,63,43,23,57,59,63,29,21,28,15,15,11,6,13,57,64,LM,Midfield,203880,203880003
47601,72,56,76,83,59,71,61,77,77,75,70,68,79,78,73,86,86,75,72,80,75,86,82,73,77,88,79,6,21,77,21,21,68,80,CDM,Midfield,53578,53578008
96280,63,64,53,65,67,71,66,55,66,84,86,70,63,75,69,75,66,57,64,42,30,60,55,63,31,32,29,7,10,11,14,11,60,68,RW,Attack,185030,185030006
148486,32,20,55,57,34,43,46,59,52,69,54,57,70,68,51,80,75,80,33,75,71,31,30,48,68,71,57,12,5,5,12,14,32,67,CB,Defense,155891,155891012
21785,54,60,46,49,76,76,67,29,70,83,83,62,60,70,70,71,59,62,44,40,35,52,66,45,28,33,22,4,23,29,23,23,41,65,CF,Attack,173530,173530003
15107,65,70,59,69,32,73,46,42,70,88,89,29,76,52,68,71,66,62,53,49,63,73,47,66,21,37,62,12,23,42,23,23,57,72,RF,Attack,11097,11097002
148208,73,50,75,73,56,77,75,64,73,90,93,75,75,73,84,83,87,79,69,77,79,64,64,62,74,81,82,11,5,15,14,7,72,79,RB,Defense,188377,188377012
5962,36,33,67,81,29,54,38,66,74,76,69,58,83,67,59,72,83,77,39,74,70,79,67,86,39,91,53,6,14,66,12,13,86,77,CDM,Midfield,131444,131444002
78846,50,63,57,67,58,68,49,65,67,75,70,70,69,64,64,69,72,70,67,73,29,62,61,64,31,37,26,12,11,9,13,14,56,65,RM,Midfield,155517,155517010
39747,21,21,21,21,58,21,56,46,22,45,52,73,66,71,21,59,50,57,21,30,38,32,55,30,21,21,31,61,53,46,51,66,23,57,GK,Goalkeeper,183497,183497003
145236,76,51,74,78,69,72,73,78,76,79,75,82,76,82,75,72,92,68,77,82,81,74,73,65,70,76,84,8,8,6,12,15,69,76,CM,Midfield,182860,182860018
186382,62,52,58,77,60,72,56,72,76,86,76,75,76,75,75,73,85,74,75,84,74,60,69,31,67,72,67,14,7,14,10,11,52,74,CDM,Midfield,181402,181402022
39927,28,78,74,48,58,70,71,27,69,81,82,61,80,68,75,69,77,92,67,81,68,68,56,67,33,33,82,8,21,27,21,21,46,75,ST,Attack,53015,53015002
148497,78,75,27,80,78,79,76,80,80,67,81,75,77,69,80,65,82,59,83,39,62,76,78,67,37,38,39,15,13,5,10,13,76,78,CAM,Midfield,192985,192985010
146974,29,65,54,38,51,60,50,25,57,85,84,77,56,69,55,57,42,58,58,31,30,63,48,60,25,25,25,8,15,6,13,13,39,61,ST,Attack,190488,190488014
132537,55,38,47,75,39,58,55,66,63,72,65,79,65,71,48,58,73,61,56,47,60,62,72,51,62,57,63,5,15,15,11,10,51,65,CM,Midfield,199562,199562008
23872,59,38,85,69,26,40,23,67,68,67,71,34,72,34,50,67,76,76,42,74,63,68,34,69,71,75,58,5,25,67,25,25,43,78,CB,Defense,152729,152729005
146535,57,48,41,64,54,60,58,60,67,62,75,71,68,76,61,72,78,63,59,74,71,49,58,45,73,71,69,12,9,10,13,6,39,68,CDM,Midfield,181114,181114011
80997,63,63,41,70,70,75,69,48,76,75,81,79,62,65,69,62,62,73,63,64,29,76,69,49,19,39,31,9,5,15,8,11,50,70,LW,Attack,140607,140607005
84572,43,34,57,42,35,43,22,32,50,34,33,34,47,34,50,71,64,65,46,61,62,22,54,43,58,57,57,6,15,13,6,5,37,57,CB,Defense,19748,19748007
142314,65,69,60,70,70,71,74,55,71,80,70,73,72,87,70,60,54,60,70,54,20,70,68,76,15,38,26,13,8,14,5,14,76,70,ST,Attack,51720,51720017
88256,38,39,69,61,53,40,44,59,51,62,52,58,70,56,60,88,57,81,46,72,64,30,56,50,67,68,64,11,14,15,15,9,49,68,CB,Defense,53027,53027012
82797,65,26,78,70,46,53,56,74,67,56,56,59,77,57,48,57,60,78,56,82,80,23,70,45,77,75,73,6,7,15,15,5,47,74,CB,Defense,51256,51256013
13313,23,23,23,26,67,23,64,84,22,50,51,76,67,68,22,76,67,70,23,59,77,49,69,67,23,27,44,73,83,84,73,78,10,77,GK,Goalkeeper,13843,13843003
38201,36,30,71,61,65,46,50,41,55,68,64,56,63,44,51,62,70,76,50,73,61,64,52,64,64,68,32,5,23,41,23,23,51,67,CB,Defense,138829,138829005
217339,76,76,69,74,65,77,63,68,74,88,89,83,68,71,78,62,67,64,69,42,47,72,69,71,25,28,25,15,9,14,13,10,54,74,RW,Attack,177922,177922021
204000,50,74,63,62,70,64,46,56,71,75,73,74,69,59,72,67,48,56,69,53,31,65,60,69,24,25,25,8,9,5,13,6,48,69,ST,Attack,193226,193226022
105066,66,59,49,57,50,74,67,64,69,81,82,77,67,81,57,71,79,51,57,49,20,66,53,48,21,26,16,10,13,10,7,15,62,68,RM,Midfield,189121,189121006
184221,25,25,25,31,25,45,25,34,57,53,43,68,79,61,35,81,23,46,25,33,24,25,25,26,25,25,25,72,67,55,63,81,25,71,GK,Goalkeeper,120309,120309023
94221,51,31,50,56,53,60,56,47,61,66,74,65,57,72,78,69,86,69,73,72,61,48,61,45,61,65,67,5,15,15,13,8,53,61,CDM,Midfield,158228,158228006
119067,57,49,38,62,50,54,63,67,62,50,58,53,64,61,60,47,88,54,59,81,52,64,72,47,43,50,44,2,2,2,2,2,63,63,CM,Midfield,192169,192169018
206813,48,56,47,63,45,62,59,61,61,85,82,84,53,71,54,50,59,49,40,47,31,47,57,56,42,48,50,8,9,5,10,7,47,61,RM,Midfield,205712,205712017
41179,23,23,23,23,54,23,54,49,23,31,28,73,37,76,23,58,35,28,23,32,31,37,59,33,23,23,42,53,48,49,53,44,21,49,GK,Goalkeeper,193933,193933001
15695,47,49,58,59,48,61,47,46,66,67,78,59,59,55,53,59,56,52,30,58,55,52,54,50,60,56,52,6,22,46,22,22,37,58,RB,Defense,138097,138097003
124612,66,54,46,76,62,70,72,74,76,79,79,79,72,63,64,59,81,55,72,58,58,68,74,66,42,60,56,14,7,13,14,8,68,72,CM,Midfield,205498,205498010
231552,79,57,65,75,68,76,66,69,76,79,78,76,76,83,84,73,87,64,78,77,76,71,64,60,77,79,80,11,14,12,12,11,68,78,RB,Defense,201118,201118034
31603,62,45,37,62,61,62,63,52,61,72,73,69,59,67,62,48,44,51,26,32,34,39,46,31,22,21,36,9,22,52,22,22,67,68,LM,Midfield,187498,187498002
29702,64,36,55,74,23,64,49,74,67,62,51,71,56,80,45,75,63,57,23,53,53,51,43,48,41,38,62,11,20,74,20,20,35,59,CM,Midfield,19486,19486005
76443,11,10,11,14,12,14,9,25,24,49,52,47,56,41,35,59,51,64,10,22,21,15,45,14,14,10,13,68,75,63,74,72,19,71,GK,Goalkeeper,195668,195668005
158780,25,25,25,20,25,25,25,25,20,36,37,44,64,31,23,63,27,65,25,27,25,25,25,22,25,25,25,71,69,63,72,73,25,71,GK,Goalkeeper,186941,186941018
50746,42,67,68,55,64,64,62,35,66,72,60,63,66,69,53,66,70,52,49,63,55,50,60,51,32,37,23,11,22,35,22,22,23,64,ST,Attack,138783,138783005
65259,54,68,73,77,58,60,70,75,73,69,71,60,72,69,85,79,76,74,76,64,60,81,74,63,68,68,70,5,5,15,7,5,59,72,CM,Midfield,141286,141286010
174717,74,48,68,68,60,64,75,68,69,50,50,46,67,62,68,50,62,65,72,65,71,56,54,69,69,71,67,15,6,5,6,13,72,66,RB,Defense,8842,8842020
47225,73,30,61,72,58,68,63,64,70,71,73,75,62,61,59,54,68,49,53,57,60,58,74,56,30,42,56,8,21,42,21,21,71,65,CM,Midfield,53023,53023003
139613,58,50,54,60,36,47,49,55,58,64,63,60,64,60,42,64,70,61,48,60,63,62,49,46,56,60,54,7,11,10,9,9,40,60,RB,Defense,202138,202138006
135511,61,22,50,58,47,56,43,54,53,78,81,69,55,71,55,63,82,76,45,69,60,47,52,47,61,62,56,10,11,12,9,8,32,61,RB,Defense,169087,169087010
62193,61,58,65,71,69,72,72,62,76,74,76,69,73,69,74,67,73,51,63,67,34,77,74,73,42,33,35,11,9,14,14,15,69,71,ST,Attack,168290,168290004
130989,64,54,31,65,62,75,72,55,72,86,83,85,60,80,64,49,75,56,60,54,36,59,56,60,21,19,21,5,7,11,15,9,61,68,LM,Midfield,199729,199729010
54752,71,21,64,68,29,57,56,55,70,73,74,61,72,76,56,72,81,74,46,73,75,43,55,35,76,83,80,9,12,7,12,9,57,75,RB,Defense,178746,178746008
211121,25,25,42,32,25,25,25,37,20,47,42,51,73,43,20,66,26,72,25,25,25,25,25,27,25,25,25,71,72,73,66,75,25,70,GK,Goalkeeper,162220,162220029
136835,25,25,25,26,25,25,25,37,23,54,51,61,61,62,25,64,52,65,25,54,26,25,39,28,25,25,25,60,57,61,59,62,25,60,GK,Goalkeeper,53899,53899017
226909,12,11,22,33,13,12,23,48,30,49,54,59,75,55,23,70,44,76,14,46,22,15,38,16,15,11,12,80,72,69,81,82,11,78,GK,Goalkeeper,139062,139062028
91458,76,69,50,84,72,84,84,68,86,80,82,78,76,72,76,64,50,66,72,65,44,80,80,76,30,52,48,9,14,7,12,9,80,79,RM,Midfield,178393,178393015
51538,83,65,66,72,60,82,70,75,68,68,70,67,75,70,72,56,70,61,71,69,73,72,76,73,24,25,24,6,24,68,24,24,70,76,RM,Midfield,146482,146482008
23860,35,22,35,35,13,35,11,72,33,51,56,54,77,45,35,71,54,67,25,54,51,52,58,55,32,35,16,74,64,72,69,79,21,73,GK,Goalkeeper,150490,150490003
193035,77,70,67,83,80,76,78,81,80,73,69,72,79,74,83,70,81,73,82,83,74,75,77,75,67,68,63,11,9,5,5,12,75,79,CM,Midfield,148224,148224029
212065,66,60,52,70,50,70,73,65,72,83,80,77,71,80,73,66,90,72,74,83,73,70,68,61,62,69,67,8,12,8,9,8,52,71,CM,Midfield,186992,186992041
159253,54,41,67,65,43,51,51,62,63,74,69,66,68,61,46,74,77,72,56,58,65,40,52,36,65,67,68,8,9,6,5,9,53,67,CB,Defense,199761,199761021
10149,37,26,47,50,24,44,61,48,41,51,47,61,33,74,45,67,51,45,40,23,47,49,60,48,45,47,67,8,5,48,12,7,50,47,CM,Midfield,164354,164354001
219810,51,33,65,57,47,43,47,45,58,54,57,51,48,48,53,61,73,79,43,70,68,33,43,57,64,62,65,12,6,11,6,8,54,66,CB,Defense,178412,178412023
125402,58,14,54,54,20,55,28,50,55,67,64,65,53,61,31,65,65,72,20,80,54,44,49,23,52,58,62,6,12,14,5,13,15,56,CDM,Midfield,183792,183792009
32929,53,51,76,50,66,50,43,45,51,70,61,65,58,62,50,81,56,51,46,36,74,54,55,41,63,69,22,9,25,45,25,25,39,59,CB,Defense,152119,152119005
213269,65,50,50,60,41,61,38,52,64,62,63,63,60,60,46,62,65,61,39,54,52,55,57,42,49,50,43,8,9,13,6,8,37,61,LM,Midfield,100799,100799016
14313,91,65,50,78,69,91,75,78,87,89,93,73,76,66,73,73,79,65,74,52,78,76,70,81,58,41,45,13,25,78,25,25,71,88,RWM,Midfield,45186,45186003
111886,70,53,57,68,53,64,63,58,65,79,78,74,64,69,70,67,82,70,61,72,70,64,45,50,65,69,63,10,11,11,8,9,46,68,RB,Defense,192310,192310007
28826,56,57,53,52,9,68,12,39,55,74,73,50,67,43,62,62,57,43,53,31,37,26,24,25,21,21,13,3,21,39,21,21,47,73,RWM,Midfield,183800,183800003
32775,69,41,42,69,30,68,18,64,67,74,74,31,73,46,62,64,74,69,56,72,72,70,34,68,67,64,55,5,22,64,22,22,48,67,LWB,Defense,190969,190969001
61777,11,12,12,12,13,10,15,11,11,64,52,44,65,54,12,68,46,61,11,66,22,15,51,10,10,10,8,70,68,71,71,77,8,71,GK,Goalkeeper,114356,114356008
37223,21,21,21,25,66,21,55,43,24,48,27,77,62,52,22,82,28,21,21,43,24,11,53,50,21,21,34,58,65,43,61,64,9,64,GK,Goalkeeper,163398,163398005
218814,73,37,65,63,42,52,68,58,60,68,68,58,70,67,82,74,77,79,79,80,73,41,35,44,72,76,74,12,5,9,6,6,75,73,LB,Defense,106874,106874026
74367,71,34,59,66,32,66,43,65,66,76,76,71,72,73,83,71,70,70,70,71,57,24,34,43,69,69,58,14,9,12,15,11,71,72,LB,Defense,186550,186550006
121453,63,23,71,68,31,57,51,66,65,74,83,63,63,66,52,76,71,68,56,65,67,40,55,57,71,69,71,13,7,14,13,5,45,69,LB,Defense,167601,167601010
186684,54,57,68,53,35,57,20,54,59,69,62,63,56,48,62,66,65,74,53,74,53,48,46,61,62,62,53,10,7,12,5,11,35,62,CB,Defense,200265,200265015
155587,54,27,57,61,33,39,27,53,61,52,43,58,58,74,58,56,62,61,39,74,75,43,61,43,61,65,63,9,8,9,11,14,49,62,CDM,Midfield,19260,19260014
184486,25,25,25,22,25,25,25,21,21,48,43,54,63,31,28,63,32,65,25,41,23,25,25,30,25,25,25,59,69,64,67,64,25,65,GK,Goalkeeper,189061,189061017
180920,58,63,58,62,67,61,48,38,58,76,78,74,71,80,66,68,71,49,55,45,40,66,63,71,25,25,25,14,12,15,14,10,53,64,CAM,Midfield,183905,183905015
93132,72,64,46,65,57,80,71,61,77,90,82,80,71,83,71,74,64,65,63,56,30,71,72,54,42,44,39,7,10,6,6,14,39,73,LM,Midfield,204820,204820005
67722,55,47,76,60,29,51,59,64,60,67,73,52,67,75,61,78,81,76,34,77,72,32,58,26,71,72,68,13,9,11,12,14,39,70,CB,Defense,5336,5336008
133062,17,14,13,25,11,10,18,21,12,48,46,44,71,49,22,69,29,60,12,51,21,11,33,22,11,11,10,76,73,69,74,73,14,71,GK,Goalkeeper,167600,167600008
149805,61,62,58,64,61,68,63,60,69,74,72,71,62,69,67,64,55,63,64,36,27,54,60,66,25,25,25,11,11,11,11,11,62,65,LW,Attack,204350,204350012
184972,51,35,77,53,36,47,21,57,56,41,42,30,68,56,43,48,70,76,31,72,69,21,47,39,68,70,60,6,7,15,15,9,25,67,CB,Defense,165169,165169021
125298,65,64,65,68,73,69,60,65,68,63,69,75,71,66,72,75,78,74,67,67,66,56,64,36,62,66,68,7,11,10,15,11,51,69,CM,Midfield,156894,156894015
114107,59,64,64,61,72,65,41,56,63,85,87,86,47,79,76,48,79,59,74,63,25,55,43,62,53,58,38,15,11,14,6,5,56,64,LW,Attack,178089,178089013
43067,46,57,45,36,52,56,48,45,53,65,67,73,56,59,47,52,58,47,50,49,35,32,54,38,33,32,44,9,20,45,20,20,41,65,RW,Attack,179800,179800004
74114,52,52,48,53,60,59,44,44,56,55,67,77,62,71,66,52,74,52,45,58,41,66,58,62,21,18,17,12,13,9,10,13,47,58,LW,Attack,187219,187219005
204780,63,61,57,61,66,62,63,56,63,74,78,76,67,67,72,68,68,66,69,47,43,64,62,62,25,25,29,15,9,15,13,10,67,64,RM,Midfield,178141,178141010
2650,5,7,13,6,48,12,53,46,10,71,73,60,72,66,12,62,78,65,15,30,63,63,52,59,4,10,62,52,51,46,48,52,59,53,GK,Goalkeeper,165917,165917001
55772,69,52,31,61,59,73,60,62,65,76,78,77,61,68,60,56,67,70,38,49,31,61,66,62,32,36,34,6,13,5,12,15,15,68,RW,Attack,138188,138188008
222193,60,53,33,65,62,72,66,53,71,74,70,82,61,70,71,56,71,44,70,39,36,58,67,65,38,43,39,9,7,8,11,9,68,66,LM,Midfield,205834,205834035
103145,9,9,13,36,10,16,9,33,28,46,52,52,78,44,43,73,43,68,14,28,27,7,19,23,8,15,18,82,78,84,77,84,8,80,GK,Goalkeeper,192563,192563005
33692,59,47,68,62,55,52,56,63,61,72,73,70,61,63,64,69,72,62,48,69,64,61,63,62,59,57,19,8,25,63,25,25,59,58,CDM,Midfield,152902,152902006
54781,39,62,41,48,57,68,54,24,64,74,71,76,61,40,54,38,68,45,52,29,22,45,40,50,11,10,13,11,11,6,7,7,43,59,ST,Attack,201514,201514001
27939,20,20,20,25,71,20,73,79,24,33,44,65,67,60,21,70,48,74,20,67,77,50,68,77,20,20,45,94,90,79,88,90,19,85,GK,Goalkeeper,48940,48940006
17822,36,75,73,53,44,45,28,28,53,64,66,64,63,62,65,69,68,65,67,55,66,68,47,70,26,39,61,11,23,28,23,23,70,72,ST,Attack,143305,143305003
5594,57,24,72,62,41,52,69,72,52,75,63,77,49,79,56,77,57,57,51,52,61,75,70,41,72,77,78,6,14,72,11,13,41,69,CB,Defense,143029,143029003
151963,67,72,75,64,60,68,38,36,65,71,75,64,69,59,85,84,81,92,63,72,28,70,62,72,33,42,43,13,10,9,6,15,32,70,ST,Attack,163990,163990014
171397,49,31,22,77,61,59,76,80,78,55,39,68,81,69,78,54,67,72,61,76,80,44,83,61,46,63,52,14,12,11,9,9,70,72,CM,Midfield,20096,20096023
227021,71,50,67,62,50,61,59,65,66,76,81,74,73,78,61,72,80,69,57,73,70,54,65,55,72,70,71,9,12,13,16,8,54,72,LB,Defense,188824,188824019
93452,39,64,59,57,63,57,45,34,63,67,66,71,62,62,59,61,67,79,52,41,30,52,57,50,10,14,18,10,8,7,7,6,40,63,ST,Attack,197480,197480007
166583,57,58,59,70,60,66,69,64,69,75,65,78,70,83,73,71,82,76,69,73,56,60,60,47,66,61,54,14,11,6,9,15,53,65,CM,Midfield,198657,198657010
201707,57,54,60,70,44,63,57,67,68,66,65,64,56,62,64,61,68,72,59,66,58,61,62,61,62,62,59,7,9,10,8,15,32,65,CM,Midfield,170879,170879021
51688,28,44,22,59,65,60,62,55,62,65,71,82,63,68,46,65,67,62,42,22,36,33,72,35,22,22,19,1,22,55,22,22,24,71,RM,Midfield,188808,188808004
19743,41,63,77,41,63,55,33,33,57,62,68,70,58,62,59,57,71,76,62,34,53,61,58,56,27,38,62,11,20,33,20,20,37,65,ST,Attack,19976,19976002
118420,12,17,11,17,12,11,18,11,21,48,42,58,47,42,13,63,55,66,14,58,20,13,35,13,13,11,13,66,62,60,62,61,14,61,GK,Goalkeeper,591,591011
2541,71,72,71,65,83,74,79,68,76,64,66,84,65,86,78,61,72,76,67,66,17,87,77,71,30,49,19,26,27,68,29,27,71,74,ST,Attack,162411,162411001
139422,56,65,65,59,62,76,41,33,70,75,72,81,66,75,71,76,69,49,51,61,25,66,58,50,25,25,25,12,14,5,15,7,43,67,ST,Attack,187076,187076013
1443,31,43,33,33,10,28,13,56,22,21,51,46,48,29,25,57,50,54,15,59,21,11,33,56,31,31,12,48,55,56,55,50,56,53,GK,Goalkeeper,18745,18745001
43394,42,36,63,45,52,32,31,54,56,41,50,55,62,65,54,64,70,64,55,57,59,56,44,50,56,60,52,7,21,54,21,21,22,58,CB,Defense,162029,162029004
73986,10,15,10,14,11,17,11,12,13,46,54,43,42,45,26,57,58,52,12,15,10,10,41,14,18,13,17,61,63,61,61,57,12,60,GK,Goalkeeper,183938,183938003
157809,52,44,54,58,51,53,43,58,55,77,79,76,63,65,45,65,77,68,40,73,62,50,60,40,60,64,61,10,13,9,13,15,30,58,CM,Midfield,184013,184013017
103711,60,39,38,70,50,57,63,73,67,57,58,59,67,61,68,47,86,58,59,81,44,60,74,42,43,55,44,2,2,2,2,2,65,66,CM,Midfield,192169,192169008
26216,76,48,73,82,51,56,35,72,72,75,73,26,58,42,44,45,73,62,60,73,78,74,51,77,80,79,74,9,20,72,20,20,63,74,CB,Defense,157947,157947005
23224,37,64,50,37,47,57,35,33,53,69,72,75,54,73,46,47,33,32,52,33,33,33,65,38,21,21,59,9,21,33,21,21,33,57,ST,Attack,183143,183143002
193784,63,53,59,65,56,66,66,69,67,61,60,65,64,72,69,64,69,63,67,68,57,56,64,67,53,60,57,6,11,14,14,10,68,63,CDM,Midfield,189548,189548019
17131,58,50,70,60,77,27,79,59,60,68,69,78,73,77,53,58,77,79,61,78,69,72,74,70,66,73,56,11,21,59,21,21,40,73,CB,Defense,162315,162315004
12584,45,42,38,35,14,72,13,45,67,72,76,67,55,46,64,74,65,57,55,66,37,77,20,46,28,36,12,1,25,45,25,25,39,58,RM,Midfield,153052,153052001
53482,76,36,69,82,63,53,45,77,73,70,77,62,84,76,77,71,87,78,64,80,83,49,77,45,80,77,72,10,7,12,5,7,41,76,CDM,Midfield,249,249009
148181,62,32,46,62,39,54,31,53,59,69,69,48,64,61,68,70,79,68,43,75,69,43,49,51,56,72,68,9,13,11,15,6,46,64,CB,Defense,183819,183819013
7376,64,49,20,54,31,65,22,51,65,83,66,55,41,45,71,69,51,44,56,83,33,29,66,62,15,26,61,7,9,51,8,8,62,70,LM,Midfield,152038,152038002
